league	apm	hotkeys	minimap	supply	mannered	unique	ami	avi	aum	auv	sq	workers
d	c	low medium high	c	c	c	c	c	c	c	c	c	c
class
6	83.6	low	25	9.40070505288	1	6	855.0	235.906976744	158.488372093	166.744186047	89.8500723869	3.66627497062
4	56.2	medium	9	9.40070505288	0	5	624.482758621	116.229885057	236.379310345	169.850574713	65.2749986094	3.59576968273
6	89.25	low	28	12.5260960334	1	4	872.268041237	169.731958763	181.319587629	197.463917526	82.1701314622	3.19415448852
4	59.1875	medium	13	7.30688935282	0	6	699.693877551	135.673469388	265.408163265	166.612244898	67.6593152971	2.12943632568
6	184.767857143	medium	312	1.79051029543	1	11	1472.11309524	532.714285714	531.205357143	445.705357143	95.1776388084	3.22291853178
6	137.589285714	high	87	4.77469412116	0	10	1155.96439169	217.590504451	385.801186944	435.083086053	70.9985823376	2.32766338406
7	175.071428571	medium	18	10.0	0	5	729.87804878	146.146341463	120.353658537	90.4756097561	94.7186667299	4.275
7	121.928571429	medium	27	10.0	0	7	736.913580247	146.37037037	147.358024691	102.716049383	89.0919644726	3.525
7	176.095238095	medium	61	8.19000819001	0	8	1287.17741935	393.677419355	237.887096774	691.225806452	81.3989302962	6.04422604423
6	150.428571429	high	27	4.095004095	0	6	1323.49593496	272.780487805	543.138211382	287.81300813	81.2514662451	3.53808353808
4	97.6176470588	medium	31	2.95566502463	0	9	1181.7961165	406.058252427	805.495145631	1050.77669903	52.7162290176	2.15763546798
5	117.470588235	medium	36	3.94088669951	0	13	1349.90243902	574.907317073	1829.31219512	1677.50731707	46.6083603718	2.66009852217
2	46.8125	low	9	15.4479917611	0	4	338.1	155.68	326.05	315.39	37.4467032887	1.1122554068
2	84.1764705882	low	33	8.23892893924	0	6	546.161616162	129.454545455	373.282828283	118.575757576	55.4591012674	2.34809474768
6	112.642857143	medium	53	9.96264009963	0	4	1088.04878049	186.731707317	239.426829268	96.5609756098	97.5281041398	0.0
6	153.142857143	high	19	6.22665006227	0	7	877.469879518	242.698795181	153.975903614	150.024096386	93.6161184026	4.55790784558
7	186.272727273	high	18	8.10372771475	0	4	845.873015873	83.8095238095	235.634920635	73.6507936508	83.8789855794	3.59805510535
7	325.272727273	medium	93	6.4829821718	0	5	842.5	97.75	172.734375	95.1875	89.4106475613	5.15397082658
5	75.4375	low	92	5.83864118896	0	7	813.263157895	253.136842105	333.136842105	659.105263158	49.6350302669	2.8025477707
4	92.09375	low	30	11.6772823779	0	9	906.753926702	342.282722513	931.937172775	727.19895288	40.3994754417	2.73885350318
4	67.2941176471	low	20	2.98804780876	0	7	826.116504854	176.466019417	498.106796117	214.077669903	58.1820384618	2.80876494024
4	202.352941176	medium	55	6.97211155378	0	4	1163.7254902	250.039215686	372.450980392	280.823529412	80.920107825	3.70517928287
4	98.8125	low	83	16.967126193	0	7	1325.39267016	458.387434555	646.989528796	1184.06282723	62.5896411739	2.86320254507
3	52.59375	low	73	4.24178154825	0	9	1073.31578947	408.673684211	945.426315789	459.278947368	57.3959978704	2.35418875928
3	48.4736842105	low	9	1.82648401826	0	7	958.392857143	279.285714286	230.178571429	326.464285714	78.079352952	2.46575342466
6	93.5263157895	low	46	10.9589041096	0	6	1207.83783784	332.540540541	359.189189189	159.225225225	95.084019985	0.0
4	55.4	medium	14	4.662004662	0	8	777.816091954	221.609195402	286.149425287	146.310344828	75.4903168548	3.35664335664
4	85.8	low	20	6.99300699301	0	6	967.386363636	188.909090909	237.670454545	159.113636364	86.0256372058	4.05594405594
6	84.6666666667	high	29	10.3916866507	1	9	808.59375	253.625	200.3125	203.234375	80.9231462437	3.1654676259
6	100.0	medium	34	7.99360511591	0	6	1226.8503937	318.74015748	613.149606299	372.236220472	72.8549025917	3.26139088729
5	119.125	high	5	12.0614035088	1	5	829.75	231.6	230.375	322.775	69.8447100632	3.55263157895
6	120.357142857	medium	20	5.48245614035	0	6	1100.49382716	222.222222222	569.938271605	258.382716049	68.245208475	5.52631578947
6	175.103448276	medium	43	8.65551067513	1	7	1122.22857143	329.691428571	444.445714286	354.708571429	75.6951731026	2.31967686093
7	133.448275862	medium	93	10.3866128102	0	12	1088.86363636	375.454545455	565.170454545	303.170454545	73.3836031695	3.94691286786
5	99.0588235294	medium	47	11.5	0	6	1201.13861386	394.534653465	865.985148515	998.940594059	52.9283551443	3.18
6	100.235294118	medium	0	5.0	0	5	877.192118227	243.54679803	184.704433498	1345.7044335	37.0742736139	2.25
5	122.826086957	low	135	6.75675675676	0	8	1250.74074074	441.481481481	676.37037037	516.007407407	73.2123901777	3.96396396396
6	113.260869565	medium	1	10.5105105105	0	7	1391.32352941	370.117647059	614.632352941	702.897058824	73.0381282687	3.1981981982
6	85.5652173913	medium	1	25.1107828656	0	8	831.52173913	197.449275362	306.434782609	192.362318841	71.912181049	2.57016248154
6	119.130434783	medium	9	2.95420974889	0	11	1076.86131387	361.693430657	352.299270073	370.02919708	78.5919008367	3.63367799114
6	111.444444444	medium	5	11.1627906977	0	6	1147.36363636	269.527272727	365.181818182	183.872727273	87.1529964139	3.51627906977
5	73.9444444444	medium	0	13.023255814	0	8	956.605504587	289.467889908	338.532110092	316.71559633	72.7737523	3.40465116279
5	65.1428571429	low	9	10.6761565836	1	8	588.620689655	205.977011494	183.390804598	310.459770115	61.0228050819	2.70462633452
5	72.4285714286	medium	26	13.0486358244	0	7	744.88372093	164.837209302	146.220930233	169.953488372	82.1508279423	3.91459074733
6	96.0869565217	low	3	1.45032632342	0	6	1446.83453237	353.611510791	334.971223022	403.611510791	95.1657283866	3.74184191443
6	131.956521739	medium	25	4.35097897027	0	7	1031.07142857	326.971428571	562.535714286	335.592857143	67.1071918323	4.17693981146
6	92.2692307692	low	7	2.65780730897	0	8	1621.31578947	408.105263158	1203.35526316	736.434210526	72.349024013	3.18936877076
6	124.615384615	medium	31	5.31561461794	0	8	1168.36601307	359.320261438	531.241830065	335.352941176	76.4925552153	3.26910299003
5	122.083333333	medium	12	14.6412884334	0	5	890.704225352	105.690140845	297.394366197	74.8169014085	80.5959532734	5.88579795022
7	109.083333333	medium	39	8.78477306003	0	4	908.428571429	178.285714286	338.0	123.014285714	77.4379339132	4.39238653001
4	53.5454545455	low	5	0.0	0	3	280.303030303	54.5454545455	190.863636364	52.2424242424	63.7835614454	1.8779342723
4	45.6363636364	low	1	7.82472613459	0	2	569.384615385	121.6	404.076923077	94.0	55.756303789	3.66197183099
4	49.04	medium	40	2.73410799727	1	7	814.459459459	212.864864865	723.986486486	318.817567568	46.0218014114	3.11688311688
4	69.72	low	23	8.88585099111	0	8	735.570469799	144.536912752	981.355704698	160.476510067	35.7875179931	3.1989063568
4	73.4666666667	low	19	4.73933649289	1	7	824.76744186	113.488372093	276.953488372	107.104651163	76.7115781633	3.1990521327
4	49.4285714286	medium	17	10.663507109	0	6	857.816091954	191.632183908	316.0	144.83908046	75.6643327742	4.12322274882
3	41.4545454545	medium	59	7.16112531969	0	10	914.191919192	302.949494949	728.03030303	320.919191919	54.9178746613	2.39386189258
3	26.8484848485	low	37	2.55754475703	0	5	938.426395939	310.903553299	305.025380711	682.355329949	58.5784219109	2.70076726343
3	37.0	medium	8	3.38600451467	0	9	824.945054945	170.021978022	640.659340659	111.087912088	55.9246633723	2.97968397291
3	203.866666667	medium	66	12.4153498871	0	7	1188.66666667	290.133333333	256.944444444	251.622222222	92.8025890992	5.82392776524
4	73.5128205128	low	39	2.57731958763	0	8	1254.05982906	312.41025641	2071.4957265	1157.26495726	32.317362731	1.54639175258
4	96.2820512821	medium	52	6.44329896907	0	12	1023.87234043	387.608510638	793.042553191	352.557446809	61.1515739413	2.44845360825
6	97.0	medium	23	6.65926748058	0	7	1037.7173913	246.782608696	236.467391304	204.782608696	88.4553687113	3.66259711432
6	116.266666667	medium	51	3.32963374029	0	7	982.903225806	228.129032258	120.268817204	120.720430108	106.102665731	4.06215316315
6	108.740740741	low	20	5.72519083969	1	11	1112.51572327	371.421383648	1383.96226415	814.044025157	41.8190744049	2.63358778626
5	94.6666666667	low	38	12.7226463104	0	8	1007.5625	326.1	475.16875	522.00625	62.2766970351	2.63358778626
5	100.421052632	low	69	12.9032258065	1	7	1264.36363636	299.927272727	323.063636364	211.236363636	95.1742373272	3.48387096774
5	75.9444444444	medium	20	4.60829493088	0	6	937.387387387	229.90990991	374.414414414	636.027027027	53.8369149275	4.20276497696
6	79.7058823529	medium	22	8.9552238806	0	6	741.553398058	82.7961165049	381.359223301	61.5048543689	66.2633577041	4.65671641791
6	90.1176470588	low	7	1.99004975124	0	6	719.509803922	255.215686275	201.715686275	190.049019608	77.7649375732	3.46268656716
6	171.592592593	low	43	1.24223602484	0	5	570.36809816	75.1901840491	174.055214724	158.355828221	67.7314896819	3.42857142857
6	111.074074074	low	21	4.96894409938	0	11	819.938271605	240.197530864	296.141975309	174.679012346	75.42678337	2.42236024845
6	249.923076923	low	16	8.0	0	4	935.714285714	128.415584416	373.506493506	181.558441558	69.857048527	4.08
6	126.153846154	low	11	8.0	0	6	689.102564103	158.769230769	215.192307692	349.58974359	58.8800558267	3.68
6	128.722222222	low	10	7.50469043152	0	7	881.574074074	233.333333333	415.416666667	217.851851852	67.6785015628	2.98311444653
6	199.444444444	low	18	1.87617260788	1	4	703.027522936	110.532110092	235.412844037	183.724770642	67.6732088341	2.70168855535
5	63.6	medium	23	23.0414746544	0	8	596.292134831	190.741573034	257.97752809	212.337078652	62.3692016535	2.48847926267
5	80.2666666667	low	24	10.3686635945	0	4	698.409090909	102.0	152.170454545	74.6022727273	88.5414249015	3.80184331797
2	54.1666666667	medium	34	3.80228136882	0	7	837.12962963	190.814814815	1325.97222222	96.7777777778	35.1777946992	3.7072243346
2	22.0	low	0	4.75285171103	0	5	657.289719626	217.570093458	416.308411215	225.289719626	55.7108530229	2.33840304183
6	112.8	medium	11	8.35421888053	1	8	1108.92561983	320.925619835	455.123966942	296.809917355	76.7686729328	3.50877192982
6	98.8	medium	13	10.0250626566	0	5	814.016393443	169.049180328	200.590163934	510.909836066	57.2798546487	2.95739348371
5	91.4705882353	low	94	15.4922538731	0	9	1342.13930348	346.985074627	669.358208955	643.054726368	69.7067209258	2.00899550225
5	55.3823529412	low	9	0.999500249875	0	9	1002.47524752	353.346534653	732.094059406	492.01980198	56.1626175591	2.63868065967
5	88.4166666667	medium	17	4.45765230312	0	5	451.285714286	27.2	109.857142857	55.5857142857	84.1414848603	2.58543833581
5	69.9166666667	low	4	10.4011887073	0	3	517.826086957	49.6231884058	265.072463768	92.4492753623	61.4373268372	2.58543833581
6	77.7222222222	medium	47	7.49765698219	1	7	1006.38888889	261.925925926	233.703703704	199.888888889	88.2920075437	2.81162136832
6	141.5	high	40	9.37207122774	0	10	1015.13761468	294.018348624	411.834862385	179.467889908	79.3925429291	3.03655107779
2	34.7692307692	low	9	8.04289544236	0	5	477.142857143	174.753246753	268.441558442	490.662337662	39.1335653079	1.6890080429
2	29.1538461538	low	0	1.34048257373	0	3	580.0	141.473684211	690.789473684	105.157894737	40.8110059324	2.01072386059
6	166.1	medium	15	11.6666666667	1	7	615.5	155.466666667	124.166666667	122.166666667	84.2338545369	3.5
6	69.7	medium	31	3.33333333333	0	6	541.803278689	126.163934426	131.786885246	77.9508196721	84.9240074646	3.2
1	35.5714285714	low	5	11.8063754427	1	5	463.448275862	81.6551724138	278.850574713	127.0	55.9282336201	2.33766233766
4	78.6	low	13	11.8063754427	1	5	1026.1627907	209.674418605	447.313953488	186.73255814	73.4341131983	3.61275088548
1	34.6666666667	low	4	14.0350877193	1	7	604.886363636	112.727272727	391.965909091	127.352272727	55.5714871795	2.52631578947
4	91.9333333333	low	14	15.2046783626	1	6	776.666666667	176.551724138	305.781609195	121.333333333	73.7099611252	3.15789473684
4	42.0	low	3	5.19750519751	0	5	701.134020619	161.979381443	292.680412371	358.742268041	54.6157327724	2.61954261954
4	58.375	medium	16	14.553014553	0	5	438.06122449	81.9591836735	122.969387755	200.734693878	62.6409366158	2.37006237006
3	52.92	medium	13	5.35117056856	0	8	1173.31125828	435.178807947	901.78807947	525.430463576	62.9052022734	2.76923076923
3	41.28	high	27	5.35117056856	0	10	881.25	326.947368421	256.414473684	277.375	78.1330107142	2.20735785953
3	101.541666667	low	7	7.67620376832	0	8	878.698630137	331.945205479	510.205479452	798.760273973	46.8556308068	3.22400558269
4	65.25	low	64	8.37404047453	0	8	1392.27586207	427.365517241	1794.93103448	1334.46896552	45.5509241226	3.89392882066
4	62.3043478261	low	30	9.81873111782	1	9	1125.44776119	333.134328358	1278.58955224	409.723880597	49.8370242633	3.03625377644
3	90.1739130435	low	10	3.77643504532	0	8	799.259259259	233.007407407	371.148148148	467.740740741	53.8744473949	2.80966767372
3	71.2666666667	low	1	3.95033860045	1	7	881.675977654	291.575418994	321.005586592	306.748603352	70.7822009297	2.40406320542
3	53.2	medium	98	5.64334085779	0	9	725.5	244.177777778	438.722222222	420.988888889	50.0151749019	1.5914221219
5	117.0	medium	16	6.58204043253	0	6	808.976744186	216.260465116	476.790697674	615.576744186	44.2965337136	1.86177715092
5	112.0	medium	166	4.23131170663	1	10	1322.00934579	541.308411215	645.64953271	1300.88785047	64.2628284217	4.17489421721
5	107.925925926	medium	13	14.0485312899	0	6	1119.81132075	256.301886792	549.396226415	312.773584906	69.4037996165	2.91187739464
5	106.111111111	medium	102	1.91570881226	0	8	1486.58227848	591.493670886	830.563291139	657.930379747	83.9505442768	4.86590038314
3	36.125	medium	22	8.79120879121	0	7	837.446808511	237.957446809	515.106382979	207.0	61.1895974916	3.03296703297
5	106.5	medium	68	19.7802197802	0	6	1305.2688172	282.666666667	769.946236559	231.333333333	74.3253153693	6.26373626374
6	54.9047619048	medium	21	4.06834825061	0	8	960.32	298.368	403.8	379.848	67.1154917022	3.07567127746
6	114.238095238	low	47	10.5777054516	0	6	1416.53225806	355.870967742	1341.29032258	792.201612903	56.6936983838	5.07729861676
6	139.9	medium	370	3.3185840708	0	8	1478.73626374	510.857142857	797.192307692	681.879120879	79.9300623608	7.5
6	127.933333333	medium	151	8.84955752212	0	11	1105.80110497	447.64640884	484.944751381	467.668508287	74.4154930171	2.55530973451
5	92.1142857143	low	100	3.367003367	0	10	1741.96172249	523.330143541	4860.33014354	535.966507177	47.8493582611	3.4632034632
6	132.933333333	medium	33	3.99771559109	0	9	1274.375	475.363636364	2861.53977273	951.556818182	35.2830764099	3.2552826956
6	87.9666666667	medium	84	1.7133066819	0	13	1115.59322034	419.706214689	671.129943503	448.412429379	67.8939729294	2.39862935465
7	92.1875	medium	53	7.15746421268	0	6	350.9	86.4	242.2	77.84	59.0729254206	1.84049079755
7	160.882352941	medium	34	14.3149284254	0	3	267.97979798	78.7070707071	98.3333333333	141.838383838	64.7762399034	1.53374233129
6	92.4615384615	low	24	10.8843537415	0	5	967.066666667	179.84	252.48	81.4	91.6168170223	4.48979591837
6	63.0769230769	low	5	10.8843537415	0	7	817.631578947	164.842105263	260.986842105	99.0921052632	81.08829746	4.40816326531
6	52.7857142857	medium	12	2.48756218905	0	8	786.385542169	214.939759036	251.265060241	155.253012048	77.7465546731	3.73134328358
6	83.6428571429	low	52	17.4129353234	0	5	1037.68292683	177.951219512	280.0	89.1585365854	91.3967406595	4.85074626866
6	116.777777778	low	18	1.88679245283	0	5	724.128440367	171.743119266	292.110091743	102.779816514	73.7057958371	2.88679245283
6	201.888888889	high	2	11.320754717	0	8	829.722222222	208.740740741	192.546296296	132.0	87.409312228	4.52830188679
6	130.043478261	medium	21	8.18452380952	0	9	1072.84671533	341.605839416	371.532846715	237.883211679	83.3854573924	4.01785714286
6	107.782608696	low	49	14.1369047619	0	7	1428.75	346.0	860.735294118	387.198529412	75.5757042473	3.34821428571
6	137.736842105	medium	23	6.27240143369	1	10	1151.66666667	316.49122807	452.535087719	358.728070175	75.9474340016	4.94623655914
6	97.7368421053	low	19	17.0250896057	0	8	1426.28318584	255.575221239	490.353982301	191.469026549	92.2781568973	3.65591397849
6	80.7058823529	low	25	17.4002047083	1	6	1125.95959596	237.090909091	183.828282828	144.868686869	102.528502562	3.43909928352
6	56.0	low	3	8.18833162743	0	8	823.1	256.96	241.8	188.67	79.518159774	3.62333674514
6	57.6153846154	medium	16	9.11458333333	0	7	812.151898734	182.481012658	275.886075949	113.037974684	78.9742052324	3.515625
6	83.3846153846	low	17	22.1354166667	0	5	878.58974359	193.025641026	219.551282051	121.987179487	87.2128472635	4.140625
6	103.636363636	low	34	11.0410094637	0	7	861.472868217	191.627906977	180.666666667	182.031007752	84.2212449662	3.21766561514
6	59.3181818182	medium	28	5.52050473186	0	9	1137.578125	337.875	443.9453125	265.4140625	80.9952977539	3.31230283912
6	88.7894736842	low	49	16.7992926614	0	8	1195.25862069	271.862068966	264.784482759	133.24137931	100.820342655	3.44827586207
6	60.2105263158	medium	38	3.53669319187	0	8	1052.95652174	287.582608696	392.347826087	312.243478261	74.7622239444	3.02387267905
6	211.571428571	low	29	12.1753246753	0	8	1211.82539683	345.396825397	600.420634921	228.095238095	79.4815457158	5.01623376623
6	80.4285714286	medium	16	12.1753246753	0	6	1157.36	350.976	463.84	248.88	82.4066089256	3.8474025974
6	96.2857142857	medium	44	4.86618004866	0	8	1319.57831325	475.469879518	247.259036145	232.174698795	110.031361742	3.28467153285
6	168.714285714	low	271	3.6496350365	0	8	1548.56287425	626.97005988	950.05988024	490.886227545	89.7598723273	4.45255474453
6	95.3333333333	medium	5	13.0641330166	0	6	765.23255814	133.395348837	234.244186047	94.7906976744	80.2234760253	3.49168646081
6	106.142857143	medium	19	3.56294536817	0	7	780.114942529	226.942528736	168.275862069	199.149425287	81.5602058075	3.7054631829
6	103.9	medium	23	4.23011844332	0	5	1122.39669421	409.388429752	263.305785124	329.157024793	89.9990130904	3.8578680203
6	144.2	medium	50	3.38409475465	0	8	1639.25	581.6	726.5	263.2	105.080692158	6.09137055838
6	137.230769231	low	8	13.1578947368	0	6	848.701298701	173.922077922	209.376623377	84.4675324675	90.1280568469	0.0
2	83.3076923077	medium	1	17.1052631579	0	6	673.461538462	166.564102564	207.897435897	191.435897436	70.6363523369	4.18421052632
3	26.8095238095	low	14	5.56438791733	0	10	555.078125	193.375	401.328125	396.796875	42.0090444062	1.47853736089
4	44.0	medium	32	4.76947535771	0	9	1025.35433071	271.748031496	621.023622047	379.779527559	60.3965245494	2.76629570747
4	104.176470588	medium	15	2.98210735586	0	5	704.509803922	138.823529412	426.078431373	357.558823529	47.1997153462	2.98210735586
5	56.25	low	24	1.98807157058	0	5	366.764705882	29.3333333333	149.166666667	76.068627451	69.3928047207	1.66998011928
4	92.4444444444	high	4	8.37988826816	0	6	620.090909091	126.254545455	227.990909091	164.109090909	66.78417272	3.01675977654
5	105.444444444	medium	21	3.72439478585	0	8	1030.91743119	287.706422018	663.944954128	156.972477064	68.3632250933	4.69273743017
4	84.6315789474	low	55	12.3784261715	1	9	968.434782609	230.67826087	385.391304348	171.173913043	76.2350179773	3.44827586207
4	88.1578947368	low	9	15.9151193634	0	4	1106.63793103	231.862068966	1637.61206897	759.594827586	31.8089909075	4.13793103448
6	108.4375	medium	6	4.21052631579	0	6	744.591836735	174.530612245	164.693877551	201.020408163	77.5070878339	5.93684210526
6	113.75	high	47	1.05263157895	0	6	1013.71134021	248.412371134	241.391752577	353.865979381	76.9040253438	4.35789473684
5	39.56	medium	48	7.57054370268	1	8	1173.76712329	395.287671233	733.630136986	357.671232877	70.4067610841	3.30350997935
4	105.0	low	56	5.50584996559	0	8	1029.72789116	481.850340136	544.62585034	532.761904762	68.0998636171	3.13833448039
3	42.2	low	6	20.5620287868	1	7	852.721088435	255.020408163	419.37414966	586.795918367	51.1294811092	3.20767649075
4	71.2	low	48	7.53941055517	0	6	1055.82432432	260.0	1591.72297297	685.567567568	32.5178183956	4.03015764222
6	102.230769231	medium	48	3.22997416021	0	6	1330.38216561	474.292993631	877.101910828	655.191082803	69.8259535461	3.48837209302
6	106.692307692	medium	51	3.87596899225	0	10	1398.01282051	460.820512821	697.012820513	246.224358974	89.4049364918	3.68217054264
7	192.916666667	low	60	7.04225352113	0	5	996.02739726	163.287671233	198.0	234.191780822	83.1787275955	6.33802816901
7	150.0	medium	27	5.6338028169	0	7	895.694444444	89.3333333333	341.388888889	143.486111111	70.7958925428	3.12676056338
3	46.8095238095	medium	8	9.99167360533	0	7	757.295081967	236.327868852	301.106557377	209.918032787	69.3696006174	2.94754371357
3	48.65	low	11	1.66527893422	0	9	787.886178862	301.398373984	759.105691057	780.162601626	35.3640086334	3.29725228976
6	156.615384615	high	244	2.27938782156	1	10	1194.46601942	478.860841424	1823.52750809	1425.66019417	37.2204122562	2.69619016607
6	105.576923077	medium	151	0.976880494953	0	10	1183.96774194	380.8	1845.91290323	383.351612903	45.2006683428	2.40312601758
3	41.7826086957	low	25	2.99850074963	0	7	684.485294118	284.0	1614.77941176	507.198529412	18.3352325192	2.47376311844
2	23.1818181818	low	12	3.74812593703	0	5	876.074074074	291.911111111	998.540740741	342.074074074	43.9739634635	2.74362818591
3	39.3846153846	low	15	5.04413619168	1	6	558.170731707	66.1463414634	374.512195122	78.3170731707	55.8929729446	2.95081967213
4	58.9285714286	medium	22	3.78310214376	0	5	780.864197531	212.543209877	195.938271605	220.098765432	76.5567851179	4.31273644388
7	192.611111111	medium	49	3.77714825307	0	6	910.648148148	202.962962963	208.425925926	260.009259259	78.1687316426	3.73937677054
7	119.611111111	low	31	2.8328611898	0	9	1072.89719626	187.364485981	305.588785047	192.0	83.0874575557	2.8895184136
6	88.2307692308	medium	28	5.60828300259	1	10	1290.8583691	495.313304721	1055.2360515	963.909871245	59.2818855934	2.97670405522
7	273.897435897	low	77	2.58843830889	0	9	1700.12820513	679.931623932	963.542735043	403.320512821	101.414286028	4.01207937877
6	140.136363636	medium	39	2.34375	1	11	1328.84615385	466.584615385	274.692307692	205.707692308	109.979237227	3.984375
6	122.818181818	low	17	14.0625	0	7	1207.55725191	403.908396947	358.740458015	314.442748092	89.3491648152	4.359375
6	163.588235294	medium	31	10.9343936382	0	7	1059.80582524	249.475728155	555.291262136	239.504854369	69.0470536266	4.95029821074
7	107.294117647	high	126	5.96421471173	0	11	1120.09803922	352.784313725	315.68627451	264.137254902	87.9293759072	4.05566600398
6	54.6923076923	low	9	4.08163265306	0	8	446.8	108.586666667	189.946666667	189.666666667	58.7604289883	0.0
6	153.769230769	medium	4	4.08163265306	0	6	549.594594595	169.72972973	140.27027027	265.621621622	64.2785616708	2.44897959184
5	73.6956521739	low	52	4.46760982874	0	7	1241.54411765	319.411764706	1145.73529412	486.345588235	55.9314462492	4.33358153388
5	87.1304347826	medium	18	4.46760982874	0	8	1089.11111111	375.22962963	574.888888889	409.133333333	69.007441706	2.76991809382
6	113.65	low	89	7.84655623365	0	8	1347.17948718	391.384615385	378.675213675	275.931623932	96.4229304559	6.22493461203
6	89.4	high	65	4.35919790759	0	9	1246.46551724	359.034482759	354.137931034	202.844827586	95.6950250094	4.02789886661
4	75.6842105263	high	130	19.7663971249	0	6	983.451327434	201.203539823	670.752212389	363.097345133	53.867641675	3.01886792453
4	83.5789473684	medium	75	6.2893081761	0	7	1056.57894737	304.98245614	568.98245614	652.543859649	56.5118940979	4.474393531
4	102.696969697	low	176	7.59878419453	0	7	952.25	383.68	691.785	484.11	56.6153741435	3.52583586626
4	64.5625	low	9	2.17391304348	0	6	770.64516129	219.52688172	280.107526882	158.193548387	74.5770373381	2.80434782609
5	72.9333333333	low	39	13.0434782609	0	5	1065.21276596	258.893617021	964.521276596	322.638297872	52.884139435	4.69565217391
5	69.55	medium	0	5.84307178631	0	8	1189.50413223	256.79338843	354.239669421	474.0	74.1743762244	3.30550918197
5	214.09375	medium	14	6.90387679235	1	8	1003.94736842	227.621052632	566.094736842	507.3	54.803351313	1.84811471057
4	112.75	low	62	9.27487352445	0	8	844.297520661	268.033057851	561.826446281	963.446280992	36.7887533684	4.14839797639
4	92.35	high	25	15.1770657673	0	9	848.583333333	218.4	332.441666667	267.575	67.268340692	3.08600337268
4	86.65	medium	52	8.34028356964	0	6	817.62295082	192.524590164	311.196721311	408.598360656	58.1727448809	4.65387823186
4	137.3	low	11	5.00417014178	0	8	875.867768595	261.553719008	257.561983471	267.487603306	75.3171155109	2.8023352794
4	52.5185185185	medium	9	4.39146800502	0	8	1011.86335404	316.52173913	483.01242236	632.267080745	58.1059537405	2.25846925972
5	128.85	medium	0	15.5844155844	0	5	1252.64957265	278.290598291	624.658119658	472.341880342	68.3968750869	3.22077922078
4	69.8	medium	17	11.2554112554	0	7	690.423728814	148.203389831	379.237288136	156.5	60.2846335996	2.90909090909
5	122.333333333	medium	32	2.34741784038	1	6	976.206896552	186.666666667	408.494252874	159.908045977	73.760756934	3.0985915493
5	130.666666667	medium	0	5.86854460094	0	4	909.204545455	221.818181818	521.306818182	99.9090909091	69.1237852306	4.08450704225
5	108.380952381	medium	7	4.9710024855	0	4	676.74796748	80.5203252033	186.162601626	54.9024390244	84.3336774987	3.77796188898
5	93.9047619048	medium	17	11.5990057995	0	6	749.262295082	191.081967213	457.090163934	202.06557377	57.9059132966	2.78376139188
4	115.076923077	low	11	6.51041666667	1	8	641.392405063	139.341772152	286.835443038	123.291139241	66.8598990715	3.828125
5	135.230769231	medium	2	10.4166666667	0	4	966.282051282	125.128205128	439.679487179	148.602564103	69.130893877	3.203125
5	128.391304348	high	8	16.9741697417	0	7	1439.05109489	302.481751825	912.408759124	159.875912409	79.2923599637	2.70110701107
4	75.8695652174	low	23	6.64206642066	0	7	940.217391304	287.884057971	955.362318841	724.391304348	38.9633801855	2.74538745387
6	208.529411765	high	29	8.27300930714	1	6	1244.3877551	306.448979592	209.030612245	164.673469388	107.041372376	4.52947259566
5	134.294117647	medium	15	17.5801447777	0	5	1105.95959596	246.626262626	204.393939394	133.747474747	101.035245164	3.84694932782
4	81.4545454545	low	19	8.37776085301	1	8	799.172932331	267.067669173	341.428571429	516.090225564	54.7347283599	2.33054074638
6	65.6818181818	low	1	4.569687738	0	4	759.701492537	167.164179104	272.835820896	185.313432836	69.9913835165	2.46763137852
6	86.7368421053	low	25	20.9973753281	0	5	642.5	61.9310344828	389.810344828	172.189655172	52.1749033572	3.04461942257
5	71.35	medium	41	11.3735783027	0	9	792.956521739	121.460869565	311.565217391	164.017391304	68.0873930157	4.30446194226
6	99.8928571429	medium	81	6.57108721625	0	10	705.976331361	187.266272189	206.804733728	131.408284024	79.002325395	2.83154121864
4	93.4166666667	medium	9	8.94085281981	0	10	974.275862069	287.889655172	534.062068966	396.496551724	61.2683589888	3.46629986245
4	53.9583333333	low	6	6.87757909216	0	9	1029.51388889	199.222222222	541.388888889	297.9375	63.2769087029	2.97111416781
5	114.125	medium	13	4.2872454448	0	5	834.0	258.021052632	346.789473684	548.652631579	54.4562945702	3.40836012862
5	139.75	medium	7	5.359056806	0	5	820.104166667	183.833333333	277.135416667	195.34375	72.6090252262	3.60128617363
7	204.0	medium	56	4.73372781065	0	5	908.850574713	151.540229885	437.931034483	175.931034483	66.1537799968	4.61538461538
7	139.533333333	medium	6	4.73372781065	0	7	968.720930233	96.3720930233	210.058139535	151.348837209	84.9210465691	2.84023668639
5	107.7	low	84	5.84795321637	0	5	719.256198347	188.958677686	339.834710744	165.851239669	65.6418494222	4.16040100251
5	62.5	medium	0	13.9240506329	1	7	900.0	196.2	135.5625	82.2125	104.14160531	4.10126582278
4	91.9285714286	medium	60	6.32911392405	0	7	904.074074074	186.666666667	284.320987654	193.197530864	76.3999155693	5.77215189873
6	99.7368421053	medium	39	13.5623869801	1	7	1163.125	285.714285714	342.053571429	449.178571429	75.8961445773	3.79746835443
6	126.380952381	medium	68	11.8389897395	0	8	1168.13953488	247.441860465	508.395348837	242.782945736	76.1196217471	3.22020520916
